data_id,item_id,language,form,item_kind,category,uni_lemma,lexical_category,date_of_test,age,comprehension,production,is_norming,child_id
237,item_16,Italian,Words and Sentences,word_forms_nouns,quantifiers,fish (animal),verb,2010-01-06,55,334,492,FALSE,29885
238,item_12,Korean,Short Form of Words and Gestures,word_endings_nouns,question_words,baby,other,2010-01-29,25,114,290,FALSE,58581
239,item_11,Thai,Short Form of Words and Sentences,gestures_adult,places,bee,noun,2010-02-12,23,339,493,TRUE,14948
240,item_17,Portuguese,Short Form of Words and Sentences,gestures_objects,clothing,baby,other,2010-03-25,30,467,199,TRUE,28467
241,item_5,Italian,Words and Sentences,word,time_words,blanket,other,2010-10-14,34,444,617,FALSE,65718
242,item_13,Dutch,Words and Sentences,first_signs,toys,sandwich,noun,2010-08-16,19,424,618,FALSE,90795
243,item_16,Vietnamese,Words and Sentences,starting_to_talk,question_words,mommy,other,2010-08-12,23,467,182,TRUE,30045
244,item_11,Hindi,Words and Sentences,gestures_parent,food_drink,shoe,other,2010-12-09,29,476,325,FALSE,34999
245,item_17,Dutch,Words and Gestures,word_forms_nouns,animals,spoon,other,2010-10-21,42,501,336,FALSE,19977
246,item_7,Chinese,Short Form of Words and Sentences,starting_to_talk,places,dog,other,2010-07-25,28,516,234,TRUE,72332
247,item_17,Vietnamese,Short Form of Words and Sentences,word_forms_nouns,places,giraffe,noun,2010-12-17,49,524,139,TRUE,25332
248,item_14,Vietnamese,Short Form of Words and Sentences,word_endings,food_drink,frog,other,2010-01-30,56,242,565,TRUE,63478
249,item_6,Chinese,Words and Gestures,gestures_parent,quantifiers,juice,other,2010-01-05,51,339,182,FALSE,69414
250,item_19,English (American),Words and Gestures,word,people,giraffe,adjective,2010-08-27,55,584,615,FALSE,48649
251,item_14,Thai,Short Form of Words and Sentences,word_forms_verbs,locations,bottle,other,2010-04-22,41,151,273,TRUE,50821
252,item_13,Russian,Words and Gestures,word_endings_verbs,animals,hat,other,2010-09-30,23,138,308,FALSE,80444
253,item_12,Vietnamese,Words and Sentences,word_endings,toys,dog,adjective,2010-10-31,46,208,665,FALSE,11847
254,item_17,French,Short Form of Words and Sentences,complexity,helping_verbs,cat,verb,2010-03-31,41,102,267,FALSE,52792
255,item_14,Chinese,Words and Sentences,gestures_adult,quantifiers,pizza,verb,2010-09-15,37,591,565,FALSE,85730
256,item_19,Korean,Short Form of Words and Gestures,complexity,descriptive_words,sandwich,other,2010-11-08,48,609,655,FALSE,28567
257,item_4,Bengali,Short Form of Words and Sentences,word,time_words,apple,other,2010-02-03,27,114,636,TRUE,67903
258,item_10,Chinese,Short Form of Words and Sentences,combine,descriptive_words,dog,other,2010-04-10,44,215,325,TRUE,21377
259,item_6,Korean,Short Form of Words and Sentences,gestures_parent,games_routines,frog,noun,2010-11-23,33,783,563,FALSE,40321
260,item_17,German,Words and Gestures,word,helping_verbs,toothbrush,verb,2010-09-02,40,639,131,FALSE,95030
261,item_1,Vietnamese,Words and Gestures,how_use_words,vehicles,crocodile,adjective,2010-04-14,46,555,228,TRUE,82345
262,item_20,Japanese,Words and Sentences,gestures_parent,locations,dog,noun,2010-12-07,47,718,635,FALSE,13173
263,item_19,Chinese,Words and Gestures,gestures_adult,question_words,daddy,other,2010-07-30,31,649,206,TRUE,44139
264,item_4,French,Short Form of Words and Gestures,word_endings_nouns,question_words,blanket,other,2010-06-21,48,330,510,FALSE,10380
265,item_9,Arabic,Short Form of Words and Gestures,complexity,question_words,daddy,adjective,2010-08-29,23,796,658,TRUE,46118
266,item_19,Hindi,Short Form of Words and Gestures,gestures_first,question_words,bread,noun,2010-05-08,38,791,287,TRUE,14767
267,item_17,Vietnamese,Words and Sentences,first_signs,food_drink,blanket,other,2010-06-24,24,749,278,TRUE,51415
268,item_13,English (American),Short Form of Words and Sentences,gestures_first,connecting_words,pants,other,2010-03-21,34,761,435,FALSE,77190
269,item_18,Hindi,Short Form of Words and Gestures,word_endings_verbs,sounds,fish (animal),verb,2010-06-24,31,222,383,FALSE,52373
270,item_14,Vietnamese,Short Form of Words and Gestures,combine,household,spoon,other,2010-07-20,20,234,229,TRUE,97144
271,item_4,French,Words and Gestures,word_endings_nouns,animals,sandwich,verb,2010-01-18,36,119,651,FALSE,72907
272,item_2,German,Words and Gestures,gestures_adult,clothing,chocolate,adjective,2010-06-06,48,334,334,FALSE,76046
273,item_3,Turkish,Words and Gestures,word_forms_nouns,vehicles,cheese,other,2010-03-03,31,336,340,FALSE,40846
274,item_14,Turkish,Words and Gestures,gestures_objects,clothing,daddy,other,2010-06-30,23,427,344,TRUE,31858
275,item_3,Chinese,Short Form of Words and Gestures,word,household,chocolate,noun,2010-05-26,50,400,243,FALSE,83419
276,item_17,Korean,Words and Sentences,first_signs,animals,shoe,other,2010-11-23,50,214,359,TRUE,79064
277,item_18,Arabic,Short Form of Words and Sentences,word_endings_verbs,animals,dog,adjective,2010-08-16,58,269,147,FALSE,52224
278,item_6,Portuguese,Words and Gestures,word,people,sandwich,other,2010-02-19,25,244,559,FALSE,84856
279,item_7,Hindi,Short Form of Words and Gestures,word,vehicles,apple,other,2010-03-30,55,738,372,FALSE,39651
280,item_19,Portuguese,Words and Sentences,gestures_first,quantifiers,mommy,noun,2010-07-09,43,402,176,TRUE,42552
281,item_13,Vietnamese,Words and Sentences,gestures_objects,helping_verbs,shoe,other,2010-05-03,37,148,474,FALSE,81617
282,item_8,Vietnamese,Words and Sentences,first_signs,pronouns,banana,noun,2010-12-12,47,316,580,TRUE,43479
283,item_11,Bengali,Words and Sentences,word_forms_nouns,furniture_rooms,bee,verb,2010-07-28,43,658,158,TRUE,73180
284,item_16,Korean,Short Form of Words and Gestures,complexity,action_words,banana,other,2010-09-12,33,456,383,TRUE,18864
285,item_13,English (American),Words and Sentences,phrases,locations,spoon,noun,2010-02-12,28,655,280,TRUE,83198
286,item_11,Portuguese,Words and Gestures,phrases,toys,mommy,other,2010-02-25,57,535,537,TRUE,66092
287,item_17,Korean,Short Form of Words and Gestures,word_forms_verbs,games_routines,pants,verb,2010-10-27,28,479,377,TRUE,65061
288,item_7,French,Words and Gestures,word_endings_verbs,quantifiers,bottle,other,2010-08-05,43,297,202,FALSE,26562
289,item_15,Arabic,Short Form of Words and Sentences,word_endings_nouns,body_parts,sandwich,noun,2010-07-07,41,139,614,FALSE,97661
290,item_6,Italian,Words and Sentences,gestures_first,quantifiers,daddy,verb,2010-10-02,29,492,238,TRUE,37853
291,item_15,Korean,Short Form of Words and Gestures,phrases,games_routines,mommy,verb,2010-11-01,56,449,340,FALSE,29879
292,item_8,Italian,Short Form of Words and Sentences,combine,locations,toothbrush,other,2010-08-31,59,167,342,TRUE,31817
293,item_16,Spanish,Short Form of Words and Gestures,word_forms_nouns,question_words,fish (animal),verb,2010-02-16,21,372,566,FALSE,99148
294,item_20,Chinese,Words and Gestures,starting_to_talk,pronouns,dog,other,2010-11-16,34,126,380,TRUE,91077
295,item_3,Vietnamese,Words and Sentences,gestures_games,vehicles,chocolate,other,2010-08-24,48,166,692,FALSE,78357
296,item_1,Japanese,Words and Sentences,phrases,locations,tissue,other,2010-12-04,51,363,471,TRUE,13506
297,item_9,French,Words and Gestures,combine,places,mommy,other,2010-07-04,33,671,106,FALSE,49591
298,item_7,Hindi,Words and Gestures,complexity,food_drink,toothbrush,noun,2010-11-10,31,751,695,TRUE,20261
299,item_2,Chinese,Words and Gestures,gestures_games,toys,elephant,noun,2010-05-14,28,476,176,FALSE,53926
300,item_15,Thai,Words and Gestures,gestures_games,people,baby,noun,2010-11-18,34,418,673,TRUE,49918
301,item_5,Swedish,Short Form of Words and Sentences,word_endings_nouns,time_words,elephant,adjective,2010-11-28,31,166,618,FALSE,19545
302,item_3,Hindi,Words and Sentences,word_endings_verbs,outside,spoon,other,2010-08-02,33,246,516,TRUE,63220
303,item_18,Bengali,Words and Gestures,gestures_objects,household,knife,adjective,2010-08-14,38,730,390,FALSE,85125
304,item_18,Vietnamese,Short Form of Words and Sentences,word_forms_verbs,outside,elephant,other,2010-12-06,47,795,637,FALSE,97356
305,item_18,Chinese,Short Form of Words and Sentences,gestures_parent,time_words,elephant,verb,2010-09-02,18,394,415,FALSE,95486
306,item_4,Dutch,Short Form of Words and Sentences,phrases,places,knife,verb,2010-07-14,35,770,662,TRUE,68841
307,item_2,Japanese,Short Form of Words and Gestures,word,body_parts,knife,other,2010-01-07,47,106,391,TRUE,60081
308,item_16,Vietnamese,Short Form of Words and Gestures,word_endings_nouns,household,bread,other,2010-09-17,29,742,520,TRUE,58390
309,item_14,Spanish,Short Form of Words and Sentences,combine,furniture_rooms,cheese,adjective,2010-07-26,22,706,104,TRUE,65865
310,item_2,German,Short Form of Words and Gestures,word_forms_verbs,vehicles,chocolate,adjective,2010-08-21,36,150,609,FALSE,28649
311,item_6,Italian,Short Form of Words and Sentences,word_forms_nouns,toys,bee,verb,2010-09-22,20,223,534,FALSE,89508
312,item_14,Japanese,Words and Gestures,gestures_first,body_parts,frog,other,2010-06-04,45,585,480,FALSE,54483
313,item_9,French,Words and Gestures,word,question_words,pants,noun,2010-10-21,57,766,388,TRUE,26886
314,item_11,French,Short Form of Words and Gestures,word_endings_verbs,games_routines,giraffe,other,2010-12-15,42,140,427,FALSE,44823
315,item_10,Russian,Words and Gestures,combine,food_drink,blanket,adjective,2010-06-03,39,289,547,FALSE,37791
316,item_5,German,Words and Gestures,word,helping_verbs,toothbrush,other,2010-11-18,58,277,344,FALSE,67042
317,item_8,German,Short Form of Words and Gestures,how_use_words,helping_verbs,ice cream,verb,2010-02-16,25,636,169,TRUE,79765
318,item_8,Swedish,Short Form of Words and Sentences,combine,descriptive_words,giraffe,adjective,2010-06-16,45,650,464,FALSE,39866
319,item_4,Spanish,Words and Gestures,first_signs,furniture_rooms,ice cream,noun,2010-10-10,44,665,590,TRUE,89548
320,item_1,Vietnamese,Words and Sentences,word,sounds,blanket,other,2010-12-19,38,698,300,FALSE,68331
321,item_1,French,Short Form of Words and Sentences,phrases,sounds,cheese,verb,2010-07-06,53,755,568,TRUE,58441
322,item_2,Portuguese,Short Form of Words and Gestures,combine,time_words,blanket,other,2010-08-09,48,632,392,FALSE,65029
323,item_18,English (American),Short Form of Words and Gestures,complexity,pronouns,toothbrush,other,2010-04-13,24,745,387,FALSE,67682
324,item_3,English (American),Words and Sentences,gestures_parent,pronouns,ice cream,noun,2010-04-29,48,763,571,FALSE,62726
325,item_19,English (American),Short Form of Words and Sentences,word_endings,outside,sandwich,noun,2010-08-18,49,783,217,FALSE,81467
326,item_17,Italian,Short Form of Words and Gestures,gestures_games,games_routines,mommy,other,2010-01-30,48,137,543,TRUE,95068
327,item_4,Thai,Words and Sentences,first_signs,question_words,baby,other,2010-02-21,21,192,648,TRUE,59132
328,item_13,Chinese,Short Form of Words and Gestures,gestures_first,outside,bottle,adjective,2010-08-29,45,701,527,FALSE,53336
329,item_13,Thai,Short Form of Words and Gestures,word_endings_nouns,connecting_words,daddy,adjective,2010-05-19,31,323,289,TRUE,69935
330,item_8,Russian,Words and Sentences,word_endings_nouns,people,tissue,other,2010-08-11,58,686,630,TRUE,14519
331,item_12,Swedish,Short Form of Words and Gestures,word_endings,animals,frog,other,2010-06-20,36,367,511,TRUE,85506
332,item_4,Korean,Words and Sentences,phrases,helping_verbs,bread,verb,2010-07-13,24,729,488,TRUE,35503
333,item_20,French,Short Form of Words and Gestures,gestures_objects,games_routines,baby,other,2010-09-11,45,561,538,FALSE,50958
334,item_2,Swedish,Words and Sentences,gestures_adult,food_drink,carrot,other,2010-12-23,39,272,428,FALSE,83566
335,item_17,Japanese,Short Form of Words and Sentences,word_endings_verbs,locations,elephant,adjective,2010-06-24,48,131,578,FALSE,30546
336,item_19,Chinese,Words and Sentences,starting_to_talk,question_words,juice,adjective,2010-05-01,32,241,239,TRUE,25539
337,item_17,Dutch,Short Form of Words and Sentences,word_endings,helping_verbs,daddy,other,2010-04-10,34,201,144,TRUE,48165
338,item_4,Dutch,Words and Sentences,gestures_adult,time_words,blanket,other,2010-05-17,40,218,238,TRUE,98147
339,item_11,German,Words and Gestures,gestures_parent,action_words,shoe,adjective,2010-06-08,52,377,662,FALSE,60412
340,item_11,Spanish,Short Form of Words and Gestures,first_signs,animals,cat,verb,2010-07-15,36,553,288,FALSE,45982
341,item_11,Bengali,Words and Sentences,word_endings_nouns,helping_verbs,crocodile,noun,2010-01-28,46,791,205,FALSE,30729
342,item_5,Italian,Short Form of Words and Gestures,complexity,question_words,sandwich,noun,2010-10-02,23,478,174,TRUE,91295
343,item_13,Korean,Short Form of Words and Gestures,gestures_first,helping_verbs,bottle,verb,2010-02-10,24,123,235,FALSE,41839
344,item_11,Portuguese,Short Form of Words and Gestures,gestures_games,games_routines,tissue,noun,2010-10-01,33,438,596,FALSE,55302
345,item_1,Swedish,Short Form of Words and Sentences,word_forms_nouns,people,bread,other,2010-07-06,45,188,179,TRUE,98523
346,item_7,German,Words and Gestures,word,pronouns,mommy,noun,2010-08-08,37,634,154,TRUE,57622
347,item_4,Vietnamese,Words and Sentences,word_endings_nouns,pronouns,dog,other,2010-01-12,52,173,627,FALSE,45662
348,item_18,Swedish,Short Form of Words and Gestures,phrases,body_parts,toothbrush,adjective,2010-01-26,56,176,626,TRUE,62722
349,item_1,Spanish,Words and Gestures,gestures_objects,food_drink,juice,verb,2010-06-18,43,432,494,TRUE,69588
350,item_18,Japanese,Short Form of Words and Gestures,combine,food_drink,mommy,adjective,2010-07-31,45,628,141,TRUE,58137
351,item_9,Japanese,Short Form of Words and Sentences,gestures_first,connecting_words,shoe,adjective,2010-01-25,39,565,470,TRUE,93807
352,item_15,Portuguese,Short Form of Words and Sentences,gestures_objects,quantifiers,cat,verb,2010-05-22,29,234,262,FALSE,47337
353,item_6,Russian,Words and Sentences,phrases,quantifiers,ice cream,other,2010-06-02,49,457,657,FALSE,62533
354,item_18,English (American),Words and Sentences,word_endings_verbs,places,pizza,other,2010-08-21,22,147,512,TRUE,66663
355,item_1,Japanese,Short Form of Words and Gestures,first_signs,action_words,spoon,other,2010-12-24,33,313,383,TRUE,52374
356,item_8,French,Words and Sentences,phrases,sounds,bread,other,2010-09-12,35,308,283,FALSE,29516
357,item_20,Italian,Short Form of Words and Gestures,word_endings_nouns,games_routines,daddy,adjective,2010-04-07,41,542,582,TRUE,75116
358,item_14,Spanish,Words and Gestures,gestures_games,time_words,tissue,other,2010-11-29,57,699,610,TRUE,10941
359,item_9,German,Short Form of Words and Gestures,word_endings_nouns,sounds,bee,noun,2010-03-01,29,530,603,TRUE,33437
360,item_19,English (American),Words and Sentences,word_forms_verbs,helping_verbs,fish (animal),other,2010-02-06,38,284,499,FALSE,73756
361,item_2,German,Words and Sentences,word,descriptive_words,knife,verb,2010-12-01,21,130,668,FALSE,19454
362,item_8,Japanese,Short Form of Words and Sentences,word_endings_nouns,furniture_rooms,frog,other,2010-05-31,52,423,529,FALSE,85076
363,item_2,English (American),Short Form of Words and Sentences,gestures_games,animals,carrot,adjective,2010-07-01,44,582,271,FALSE,61475
364,item_5,French,Short Form of Words and Gestures,gestures_adult,outside,bottle,other,2010-08-27,50,621,297,TRUE,52162
365,item_14,Chinese,Words and Gestures,first_signs,food_drink,giraffe,other,2010-03-30,26,786,561,FALSE,78071
366,item_9,Thai,Short Form of Words and Gestures,gestures_objects,quantifiers,fish (animal),other,2010-09-18,49,622,500,FALSE,41154
367,item_15,Turkish,Short Form of Words and Gestures,word_endings_nouns,action_words,pants,other,2010-04-16,51,628,449,TRUE,90476
368,item_11,German,Words and Sentences,gestures_games,question_words,frog,other,2010-12-14,45,491,471,TRUE,73571
369,item_14,French,Words and Gestures,word,time_words,spoon,other,2010-06-22,47,361,130,TRUE,93491
370,item_14,Thai,Words and Gestures,gestures_first,outside,cheese,noun,2010-11-14,41,144,298,FALSE,51434
371,item_11,Arabic,Words and Gestures,word_endings,question_words,hat,verb,2010-12-21,60,731,436,TRUE,90554
372,item_16,English (American),Short Form of Words and Sentences,gestures_objects,connecting_words,bee,adjective,2010-02-03,46,177,591,FALSE,98483
373,item_9,Swedish,Short Form of Words and Sentences,starting_to_talk,body_parts,blanket,other,2010-08-13,40,226,355,FALSE,25808
374,item_13,Chinese,Words and Gestures,gestures_first,question_words,frog,adjective,2010-11-12,29,740,280,FALSE,41133
375,item_19,Hindi,Short Form of Words and Sentences,gestures_adult,action_words,pizza,noun,2010-10-29,52,337,444,FALSE,94265
376,item_4,Thai,Short Form of Words and Gestures,gestures_games,furniture_rooms,fish (animal),noun,2010-03-05,24,121,361,TRUE,26396
377,item_3,Chinese,Short Form of Words and Sentences,gestures_first,question_words,pants,adjective,2010-01-22,38,721,198,TRUE,28538
378,item_9,English (American),Words and Sentences,word_endings,outside,knife,other,2010-01-23,41,625,317,TRUE,88738
379,item_1,Vietnamese,Words and Sentences,word_endings_verbs,quantifiers,elephant,verb,2010-07-16,20,494,408,TRUE,17026
380,item_15,Bengali,Words and Sentences,word_endings,toys,spoon,noun,2010-12-11,34,656,536,FALSE,13406
381,item_10,Russian,Short Form of Words and Sentences,word_endings_nouns,action_words,giraffe,other,2010-12-30,42,529,617,TRUE,80284
382,item_16,Bengali,Short Form of Words and Sentences,gestures_adult,time_words,bread,other,2010-07-06,32,599,152,FALSE,54016
